id,pipeline,acc,sd,min,max,ci_cross_chance,n_subjects
E4 imagined->imagined  +EA,csp_lda,0.6875411799940101,0.14819032279641564,0.35555555555555557,1.0,53,106
E4 executed->imagined  +EA,csp_lda,0.6736597783767595,0.15364941040236313,0.37777777777777777,1.0,53,106
E4 imagined->executed  +EA,csp_lda,0.7145944202547976,0.14718787690412585,0.37777777777777777,1.0,40,106
E4 pooled  ->imagined  +EA,csp_lda,0.6866726564839772,0.14793489466895574,0.37777777777777777,1.0,53,106
